,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[151],-0.28,0.353,-0.861,0.299,0.003,0.003,18103.0,5129.0,1.0
mu[152],-0.404,0.428,-1.117,0.285,0.003,0.004,18199.0,5674.0,1.0
mu[153],-0.286,0.316,-0.796,0.236,0.002,0.003,20022.0,5051.0,1.0
mu[154],0.066,0.343,-0.503,0.624,0.003,0.005,16506.0,5560.0,1.0
mu[155],-0.322,0.439,-1.082,0.37,0.003,0.004,19324.0,5818.0,1.0
mu[156],-0.023,0.483,-0.802,0.772,0.004,0.006,17138.0,5518.0,1.0
mu[157],0.172,0.436,-0.53,0.9,0.003,0.005,19929.0,5695.0,1.0
mu[158],0.039,0.331,-0.516,0.56,0.003,0.004,16382.0,5661.0,1.0
mu[159],-0.242,0.396,-0.901,0.395,0.003,0.004,15940.0,5446.0,1.0
mu[160],-0.35,0.352,-0.913,0.243,0.003,0.003,17900.0,5818.0,1.0
mu[161],-0.047,0.066,-0.161,0.054,0.0,0.001,18110.0,6006.0,1.0
mu[162],0.184,0.361,-0.435,0.751,0.003,0.004,18469.0,5221.0,1.0
mu[163],-0.075,0.299,-0.575,0.391,0.002,0.004,18689.0,5336.0,1.0
mu[164],-0.253,0.36,-0.838,0.337,0.003,0.004,16562.0,6199.0,1.0
mu[165],0.097,0.363,-0.534,0.652,0.003,0.005,18159.0,5647.0,1.0
mu[166],-0.196,0.418,-0.906,0.463,0.003,0.005,19613.0,5444.0,1.0
mu[167],-0.072,0.293,-0.555,0.4,0.002,0.004,16824.0,5039.0,1.0
mu[168],-0.157,0.367,-0.742,0.459,0.003,0.004,21630.0,5943.0,1.0
mu[169],-0.343,0.373,-0.947,0.29,0.003,0.003,18689.0,5991.0,1.0
mu[170],-0.316,0.481,-1.12,0.467,0.003,0.005,19142.0,5646.0,1.0
mu[171],0.001,0.407,-0.645,0.69,0.003,0.005,19972.0,6148.0,1.0
mu[172],0.162,0.316,-0.383,0.656,0.002,0.004,19163.0,5610.0,1.0
mu[173],-0.232,0.279,-0.665,0.252,0.002,0.003,16828.0,5452.0,1.0
mu[174],-0.064,0.373,-0.685,0.53,0.003,0.005,16983.0,6006.0,1.0
mu[175],-0.152,0.501,-0.934,0.708,0.004,0.006,18313.0,5252.0,1.0
mu[176],-0.13,0.37,-0.711,0.509,0.003,0.004,17297.0,5866.0,1.0
mu[177],-0.471,0.42,-1.158,0.213,0.003,0.003,17310.0,5606.0,1.0
mu[178],-0.394,0.435,-1.117,0.324,0.003,0.004,20201.0,5884.0,1.0
mu[179],-0.19,0.228,-0.554,0.203,0.002,0.002,19555.0,5761.0,1.0
mu[180],-0.202,0.221,-0.552,0.171,0.002,0.002,19684.0,5156.0,1.0
mu[181],-0.224,0.345,-0.798,0.337,0.002,0.004,20036.0,5740.0,1.0
mu[182],-0.088,0.258,-0.533,0.312,0.002,0.003,17267.0,5604.0,1.0
mu[183],-0.142,0.455,-0.871,0.606,0.003,0.006,21572.0,5371.0,1.0
mu[184],-0.075,0.38,-0.692,0.561,0.003,0.005,16994.0,5302.0,1.0
mu[185],-0.315,0.444,-1.019,0.424,0.003,0.004,17549.0,5450.0,1.0
mu[186],-0.306,0.327,-0.81,0.258,0.002,0.003,21066.0,5471.0,1.0
mu[187],-0.14,0.306,-0.639,0.37,0.002,0.003,17975.0,6120.0,1.0
mu[188],0.146,0.209,-0.2,0.485,0.002,0.002,17685.0,4722.0,1.0
mu[189],-0.433,0.432,-1.16,0.265,0.003,0.004,19725.0,5537.0,1.0
mu[190],-0.218,0.492,-1.029,0.569,0.003,0.006,22997.0,5788.0,1.0
mu[191],-0.223,0.233,-0.622,0.138,0.002,0.002,19157.0,5974.0,1.0
mu[192],-0.149,0.323,-0.7,0.359,0.002,0.004,18789.0,5455.0,1.0
mu[193],-0.088,0.463,-0.822,0.704,0.004,0.006,17387.0,5828.0,1.0
mu[194],0.041,0.19,-0.283,0.342,0.001,0.002,19766.0,5159.0,1.0
mu[195],-0.335,0.304,-0.84,0.143,0.002,0.003,17611.0,5698.0,1.0
mu[196],-0.229,0.272,-0.684,0.206,0.002,0.003,19872.0,5702.0,1.0
mu[197],-0.392,0.462,-1.177,0.313,0.003,0.005,19492.0,5104.0,1.0
mu[198],-0.251,0.247,-0.646,0.157,0.002,0.002,18527.0,5086.0,1.0
mu[199],-0.227,0.468,-1.002,0.528,0.003,0.006,18102.0,5361.0,1.0
mu[200],-0.163,0.162,-0.427,0.101,0.001,0.001,17328.0,5580.0,1.0
mu[201],-0.344,0.274,-0.795,0.115,0.002,0.002,17949.0,6344.0,1.0
mu[202],-0.136,0.396,-0.757,0.541,0.003,0.005,19740.0,5268.0,1.0
mu[203],-0.339,0.503,-1.145,0.5,0.004,0.005,18436.0,5596.0,1.0
mu[204],-0.147,0.313,-0.699,0.336,0.002,0.003,19453.0,5808.0,1.0
mu[205],-0.21,0.319,-0.737,0.316,0.002,0.003,19391.0,5293.0,1.0
mu[206],-0.196,0.225,-0.581,0.163,0.002,0.002,18017.0,4948.0,1.0
mu[207],-0.296,0.297,-0.782,0.191,0.002,0.003,16219.0,6172.0,1.0
mu[208],-0.155,0.427,-0.868,0.543,0.003,0.005,17277.0,6327.0,1.0
mu[209],-0.226,0.33,-0.768,0.306,0.002,0.004,20465.0,5389.0,1.0
mu[210],-0.349,0.443,-1.114,0.318,0.003,0.004,19360.0,5414.0,1.0
mu[211],-0.248,0.564,-1.216,0.636,0.004,0.006,18936.0,5947.0,1.0
mu[212],-0.379,0.297,-0.857,0.113,0.002,0.002,18415.0,5136.0,1.0
mu[213],-0.091,0.363,-0.676,0.521,0.003,0.004,18220.0,6033.0,1.0
mu[214],-0.241,0.321,-0.759,0.301,0.002,0.003,19970.0,4876.0,1.0
mu[215],-0.174,0.234,-0.548,0.206,0.002,0.002,19454.0,6144.0,1.0
mu[216],-0.253,0.39,-0.894,0.375,0.003,0.004,19273.0,5284.0,1.0
mu[217],-0.43,0.351,-1.015,0.142,0.003,0.003,17895.0,5588.0,1.0
mu[218],-0.304,0.6,-1.246,0.701,0.004,0.006,18682.0,5188.0,1.0
mu[219],-0.252,0.339,-0.821,0.286,0.003,0.003,18389.0,5807.0,1.0
mu[220],-0.241,0.29,-0.7,0.262,0.002,0.003,18187.0,5487.0,1.0
mu[221],-0.182,0.422,-0.909,0.475,0.003,0.005,19541.0,5799.0,1.0
mu[222],-0.475,0.475,-1.275,0.293,0.003,0.004,20573.0,5416.0,1.0
mu[223],-0.247,0.365,-0.83,0.357,0.003,0.003,18129.0,6130.0,1.0
mu[224],-0.378,0.344,-0.954,0.17,0.002,0.003,22165.0,6005.0,1.0
mu[225],-0.188,0.447,-0.899,0.571,0.003,0.005,19623.0,5645.0,1.0
mu[226],-0.289,0.285,-0.751,0.185,0.002,0.003,18932.0,5661.0,1.0
mu[227],-0.367,0.312,-0.855,0.165,0.002,0.003,18873.0,6050.0,1.0
mu[228],-0.208,0.313,-0.728,0.307,0.002,0.003,17856.0,5167.0,1.0
mu[229],-0.261,0.33,-0.785,0.296,0.002,0.003,18082.0,5614.0,1.0
mu[230],-0.457,0.359,-1.054,0.135,0.003,0.003,18069.0,5646.0,1.0
mu[231],-0.134,0.404,-0.784,0.55,0.003,0.005,17494.0,4947.0,1.0
mu[232],-0.236,0.414,-0.886,0.477,0.003,0.005,19221.0,5362.0,1.0
mu[233],-0.388,0.329,-0.94,0.137,0.003,0.003,17331.0,5864.0,1.0
mu[234],-0.257,0.215,-0.59,0.114,0.002,0.002,15821.0,5834.0,1.0
mu[235],-0.194,0.373,-0.806,0.409,0.003,0.004,17615.0,5182.0,1.0
mu[236],-0.418,0.4,-1.061,0.255,0.003,0.003,20623.0,6107.0,1.0
mu[237],-0.417,0.476,-1.162,0.384,0.003,0.005,21027.0,5575.0,1.0
mu[238],-0.271,0.309,-0.757,0.242,0.002,0.003,17164.0,5674.0,1.0
mu[239],-0.36,0.533,-1.198,0.567,0.004,0.005,19494.0,5960.0,1.0
mu[240],-0.449,0.374,-1.079,0.151,0.003,0.003,20543.0,5338.0,1.0
mu[241],-0.139,0.235,-0.538,0.229,0.002,0.003,19505.0,5345.0,1.0
mu[242],-0.031,0.303,-0.534,0.457,0.002,0.004,16153.0,5590.0,1.0
mu[243],-0.248,0.273,-0.687,0.204,0.002,0.002,17828.0,6187.0,1.0
mu[244],-0.091,0.38,-0.704,0.549,0.003,0.005,18733.0,5064.0,1.0
mu[245],-0.048,0.393,-0.682,0.617,0.003,0.005,18692.0,5925.0,1.0
mu[246],-0.264,0.273,-0.731,0.161,0.002,0.002,18607.0,5862.0,1.0
mu[247],-0.202,0.199,-0.523,0.138,0.002,0.002,16913.0,5136.0,1.0
mu[248],-0.125,0.41,-0.781,0.568,0.003,0.005,18819.0,5208.0,1.0
mu[249],-0.366,0.467,-1.189,0.346,0.003,0.005,18414.0,5443.0,1.0
mu[250],-0.292,0.456,-1.06,0.439,0.003,0.005,19660.0,5902.0,1.0
mu[251],-0.33,0.329,-0.865,0.209,0.002,0.003,19891.0,5753.0,1.0
mu[252],-0.228,0.372,-0.845,0.38,0.003,0.004,17299.0,5218.0,1.0
mu[253],-0.004,0.32,-0.528,0.521,0.003,0.004,16265.0,5566.0,1.0
mu[254],-0.013,0.363,-0.635,0.547,0.003,0.005,17498.0,5235.0,1.0
mu[255],-0.187,0.244,-0.584,0.213,0.002,0.002,17877.0,5038.0,1.0
mu[256],-0.32,0.299,-0.797,0.191,0.002,0.003,20011.0,5370.0,1.0
mu[257],-0.392,0.384,-1.016,0.237,0.003,0.003,17040.0,5323.0,1.0
mu[258],0.022,0.411,-0.686,0.665,0.003,0.005,18779.0,5849.0,1.0
mu[259],-0.417,0.405,-1.099,0.237,0.003,0.003,19095.0,5994.0,1.0
mu[260],-0.462,0.506,-1.276,0.38,0.004,0.005,19931.0,5963.0,1.0
mu[261],-0.203,0.472,-0.951,0.61,0.003,0.005,19308.0,6063.0,1.0
mu[262],-0.326,0.415,-1.055,0.313,0.003,0.004,18617.0,5523.0,1.0
mu[263],-0.212,0.341,-0.773,0.346,0.003,0.004,18278.0,5348.0,1.0
mu[264],-0.323,0.343,-0.846,0.29,0.002,0.003,19758.0,6036.0,1.0
mu[265],-0.251,0.183,-0.562,0.043,0.001,0.001,18208.0,5567.0,1.0
mu[266],-0.251,0.458,-0.968,0.538,0.003,0.005,19634.0,5603.0,1.0
mu[267],-0.006,0.491,-0.799,0.793,0.004,0.007,17037.0,5897.0,1.0
mu[268],-0.466,0.513,-1.287,0.38,0.004,0.005,19993.0,5446.0,1.0
mu[269],-0.139,0.214,-0.486,0.212,0.002,0.002,18423.0,4898.0,1.0
mu[270],0.212,0.439,-0.506,0.94,0.003,0.005,16349.0,5199.0,1.0
mu[271],-0.131,0.239,-0.521,0.263,0.002,0.003,18675.0,5337.0,1.0
mu[272],-0.042,0.281,-0.479,0.438,0.002,0.004,17646.0,5431.0,1.0
mu[273],-0.173,0.372,-0.736,0.485,0.003,0.004,18883.0,5644.0,1.0
mu[274],-0.235,0.445,-0.948,0.496,0.003,0.005,19911.0,5078.0,1.0
mu[275],-0.201,0.453,-0.917,0.549,0.003,0.005,17089.0,5826.0,1.0
mu[276],-0.639,0.553,-1.521,0.297,0.004,0.004,18602.0,6326.0,1.0
mu[277],-0.39,0.493,-1.17,0.461,0.004,0.005,19640.0,5546.0,1.0
mu[278],-0.262,0.49,-1.064,0.533,0.004,0.005,18935.0,5798.0,1.0
mu[279],-0.281,0.208,-0.63,0.055,0.002,0.002,16277.0,5253.0,1.0
mu[280],-0.02,0.497,-0.842,0.781,0.004,0.006,14881.0,6111.0,1.0
mu[281],-0.034,0.302,-0.543,0.462,0.002,0.004,21051.0,5850.0,1.0
mu[282],-0.354,0.518,-1.207,0.501,0.004,0.005,18102.0,5408.0,1.0
mu[283],-0.188,0.356,-0.777,0.389,0.003,0.004,19683.0,5531.0,1.0
mu[284],-0.049,0.326,-0.577,0.484,0.003,0.004,17199.0,6074.0,1.0
mu[285],0.161,0.379,-0.472,0.76,0.003,0.004,19596.0,5828.0,1.0
mu[286],-0.326,0.404,-0.995,0.338,0.003,0.004,18175.0,5742.0,1.0
mu[287],-0.24,0.426,-0.934,0.466,0.003,0.005,19803.0,5779.0,1.0
mu[288],-0.325,0.409,-0.966,0.389,0.003,0.004,18674.0,5225.0,1.0
mu[289],-0.196,0.414,-0.924,0.453,0.003,0.005,17223.0,6057.0,1.0
mu[290],0.241,0.493,-0.557,1.065,0.005,0.006,11400.0,5493.0,1.0
mu[291],-0.323,0.242,-0.7,0.091,0.002,0.002,18664.0,5427.0,1.0
mu[292],0.024,0.222,-0.345,0.388,0.002,0.003,15767.0,6244.0,1.0
mu[293],-0.305,0.524,-1.162,0.547,0.004,0.005,17400.0,6243.0,1.0
mu[294],-0.366,0.467,-1.11,0.431,0.003,0.005,19904.0,5524.0,1.0
mu[295],0.011,0.528,-0.827,0.895,0.004,0.007,17388.0,5127.0,1.0
mu[296],-0.455,0.561,-1.362,0.489,0.004,0.005,20751.0,5793.0,1.0
mu[297],-0.663,0.532,-1.567,0.169,0.004,0.004,19118.0,5974.0,1.0
mu[298],-0.157,0.4,-0.815,0.477,0.003,0.005,20310.0,5506.0,1.0
mu[299],0.234,0.448,-0.488,0.979,0.003,0.005,17385.0,5566.0,1.0
mu[300],0.088,0.229,-0.28,0.466,0.002,0.003,17185.0,5851.0,1.0
mu[301],-0.184,0.217,-0.538,0.165,0.002,0.002,16600.0,5623.0,1.0
mu[302],0.297,0.437,-0.41,1.032,0.003,0.005,19423.0,5620.0,1.0
mu[303],-0.217,0.421,-0.915,0.442,0.003,0.005,18054.0,5408.0,1.0
mu[304],-0.096,0.343,-0.653,0.466,0.003,0.004,18379.0,5736.0,1.0
mu[305],-0.258,0.41,-0.933,0.404,0.003,0.004,17758.0,5488.0,1.0
mu[306],-0.468,0.43,-1.166,0.248,0.003,0.004,18715.0,5834.0,1.0
mu[307],-0.201,0.478,-1.0,0.567,0.003,0.005,18918.0,5923.0,1.0
mu[308],0.135,0.536,-0.792,0.967,0.004,0.007,17838.0,5355.0,1.0
mu[309],-0.03,0.36,-0.626,0.547,0.003,0.005,19055.0,5909.0,1.0
mu[310],-0.353,0.545,-1.241,0.542,0.004,0.005,16444.0,6234.0,1.0
mu[311],0.398,0.534,-0.548,1.209,0.005,0.005,13105.0,5942.0,1.0
mu[312],-0.245,0.367,-0.841,0.371,0.003,0.004,17543.0,6033.0,1.0
mu[313],-0.366,0.392,-1.029,0.258,0.003,0.004,18188.0,5422.0,1.0
mu[314],-0.366,0.439,-1.111,0.328,0.003,0.004,21162.0,5888.0,1.0
mu[315],0.217,0.494,-0.617,0.998,0.004,0.006,13721.0,5950.0,1.0
mu[316],-0.339,0.384,-0.976,0.276,0.003,0.003,16973.0,6098.0,1.0
mu[317],-0.14,0.429,-0.842,0.564,0.003,0.005,18397.0,5901.0,1.0
mu[318],-0.172,0.437,-0.931,0.514,0.003,0.005,16517.0,5170.0,1.0
mu[319],0.033,0.543,-0.863,0.916,0.004,0.007,17536.0,5848.0,1.0
mu[320],-0.486,0.365,-1.073,0.123,0.003,0.003,19115.0,6166.0,1.0
mu[321],-0.227,0.316,-0.735,0.313,0.002,0.003,18214.0,5523.0,1.0
mu[322],-0.099,0.165,-0.364,0.178,0.001,0.002,17623.0,4754.0,1.0
mu[323],0.08,0.365,-0.514,0.681,0.003,0.004,19708.0,5701.0,1.0
mu[324],-0.272,0.288,-0.728,0.208,0.002,0.003,17318.0,5762.0,1.0
mu[325],-0.416,0.328,-0.942,0.13,0.002,0.003,19245.0,5722.0,1.0
mu[326],-0.1,0.436,-0.822,0.595,0.003,0.005,18031.0,5701.0,1.0
mu[327],-0.223,0.344,-0.797,0.347,0.003,0.004,18279.0,5799.0,1.0
mu[328],-0.322,0.383,-0.915,0.337,0.003,0.004,17134.0,5757.0,1.0
mu[329],-0.238,0.18,-0.536,0.049,0.001,0.001,15970.0,6015.0,1.0
mu[330],-0.281,0.259,-0.695,0.151,0.002,0.002,19607.0,5863.0,1.0
mu[331],-0.09,0.376,-0.695,0.535,0.003,0.005,17537.0,5765.0,1.0
mu[332],-0.048,0.477,-0.809,0.76,0.004,0.006,17324.0,5322.0,1.0
mu[333],-0.154,0.39,-0.809,0.486,0.003,0.005,19854.0,5778.0,1.0
mu[334],-0.273,0.294,-0.736,0.227,0.002,0.003,19981.0,5558.0,1.0
mu[335],0.043,0.347,-0.557,0.586,0.003,0.004,18343.0,5527.0,1.0
mu[336],-0.103,0.309,-0.602,0.406,0.002,0.004,18104.0,5020.0,1.0
mu[337],-0.317,0.242,-0.696,0.098,0.002,0.002,19001.0,5506.0,1.0
mu[338],-0.37,0.32,-0.866,0.175,0.002,0.003,17560.0,5119.0,1.0
mu[339],-0.139,0.152,-0.402,0.101,0.001,0.001,17634.0,5841.0,1.0
mu[340],-0.348,0.311,-0.84,0.175,0.002,0.003,19845.0,5535.0,1.0
mu[341],-0.047,0.218,-0.419,0.298,0.002,0.003,19207.0,5388.0,1.0
mu[342],-0.327,0.394,-0.934,0.341,0.003,0.004,19147.0,5393.0,1.0
mu[343],-0.237,0.31,-0.754,0.263,0.002,0.003,16804.0,5322.0,1.0
mu[344],-0.349,0.41,-1.046,0.296,0.003,0.004,18289.0,5372.0,1.0
mu[345],-0.228,0.329,-0.755,0.322,0.003,0.004,15036.0,5278.0,1.0
mu[346],-0.205,0.416,-0.897,0.472,0.003,0.005,17484.0,5409.0,1.0
mu[347],-0.373,0.334,-0.961,0.131,0.002,0.003,19351.0,5847.0,1.0
mu[348],-0.305,0.312,-0.824,0.203,0.002,0.003,17221.0,5324.0,1.0
mu[349],-0.29,0.443,-1.016,0.437,0.003,0.004,17182.0,5233.0,1.0
mu[350],-0.317,0.27,-0.748,0.116,0.002,0.002,19012.0,5606.0,1.0
mu[351],-0.329,0.285,-0.782,0.147,0.002,0.002,18273.0,6040.0,1.0
mu[352],-0.233,0.371,-0.836,0.39,0.003,0.004,17749.0,5845.0,1.0
mu[353],-0.371,0.367,-0.952,0.258,0.003,0.003,17319.0,5480.0,1.0
mu[354],-0.331,0.257,-0.739,0.088,0.002,0.002,17852.0,5594.0,1.0
mu[355],-0.409,0.318,-0.905,0.128,0.002,0.003,19028.0,5643.0,1.0
mu[356],-0.211,0.308,-0.724,0.286,0.002,0.003,17068.0,5638.0,1.0
mu[357],-0.212,0.265,-0.648,0.221,0.002,0.003,19152.0,5596.0,1.0
mu[358],-0.407,0.359,-1.0,0.18,0.003,0.003,18829.0,6146.0,1.0
mu[359],-0.214,0.192,-0.528,0.105,0.001,0.002,18436.0,5673.0,1.0
mu[360],-0.456,0.343,-1.031,0.098,0.003,0.003,17892.0,5140.0,1.0
mu[361],-0.314,0.387,-0.942,0.322,0.003,0.004,18136.0,6049.0,1.0
mu[362],-0.398,0.319,-0.901,0.146,0.002,0.002,16659.0,6097.0,1.0
mu[363],-0.378,0.427,-1.107,0.296,0.003,0.004,17089.0,5893.0,1.0
mu[364],-0.256,0.389,-0.916,0.364,0.003,0.004,21618.0,5204.0,1.0
mu[365],-0.277,0.296,-0.778,0.191,0.002,0.003,20584.0,5386.0,1.0
mu[366],-0.319,0.358,-0.908,0.252,0.003,0.003,17829.0,6131.0,1.0
mu[367],-0.263,0.25,-0.667,0.155,0.002,0.002,17373.0,5019.0,1.0
mu[368],-0.209,0.37,-0.809,0.399,0.003,0.004,15580.0,5369.0,1.0
mu[369],-0.498,0.405,-1.138,0.193,0.003,0.003,17357.0,5629.0,1.0
mu[370],-0.372,0.345,-0.963,0.182,0.003,0.003,18266.0,5826.0,1.0
mu[371],-0.43,0.396,-1.087,0.22,0.003,0.003,21360.0,5791.0,1.0
mu[372],-0.253,0.31,-0.782,0.232,0.002,0.003,15364.0,5715.0,1.0
mu[373],-0.289,0.28,-0.737,0.173,0.002,0.002,17360.0,4749.0,1.0
mu[374],-0.277,0.39,-0.915,0.369,0.003,0.004,16487.0,5689.0,1.0
mu[375],-0.355,0.408,-1.018,0.313,0.003,0.004,18055.0,5595.0,1.0
mu[376],-0.382,0.332,-0.929,0.159,0.003,0.003,16987.0,6132.0,1.0
mu[377],-0.374,0.307,-0.879,0.133,0.002,0.002,18680.0,5749.0,1.0
mu[378],-0.267,0.288,-0.739,0.193,0.002,0.003,19367.0,5495.0,1.0
mu[379],-0.449,0.363,-1.021,0.161,0.003,0.003,15320.0,5843.0,1.0
mu[380],-0.375,0.359,-0.974,0.199,0.003,0.003,17909.0,6134.0,1.0
mu[381],-0.368,0.289,-0.849,0.086,0.002,0.002,18682.0,5684.0,1.0
mu[382],-0.368,0.376,-1.005,0.242,0.003,0.003,19389.0,5580.0,1.0
mu[383],-0.206,0.369,-0.834,0.379,0.003,0.004,16254.0,5522.0,1.0
mu[384],-0.249,0.269,-0.69,0.189,0.002,0.002,18018.0,6220.0,1.0
mu[385],-0.143,0.297,-0.63,0.352,0.002,0.003,18666.0,5643.0,1.0
mu[386],-0.362,0.321,-0.87,0.182,0.003,0.003,15988.0,5202.0,1.0
mu[387],-0.158,0.356,-0.716,0.439,0.003,0.004,17416.0,5002.0,1.0
mu[388],-0.263,0.256,-0.699,0.148,0.002,0.002,18291.0,5195.0,1.0
mu[389],-0.219,0.308,-0.707,0.29,0.002,0.003,15326.0,5425.0,1.0
mu[390],-0.317,0.392,-0.956,0.327,0.003,0.004,17577.0,5687.0,1.0
mu[391],-0.323,0.343,-0.868,0.261,0.003,0.003,16697.0,5437.0,1.0
mu[392],-0.362,0.287,-0.843,0.094,0.002,0.002,18130.0,5372.0,1.0
mu[393],-0.322,0.264,-0.751,0.103,0.002,0.002,19467.0,5581.0,1.0
mu[394],-0.32,0.396,-0.975,0.315,0.003,0.004,17805.0,6070.0,1.0
mu[395],-0.271,0.392,-0.896,0.392,0.003,0.004,16905.0,5143.0,1.0
mu[396],-0.388,0.321,-0.925,0.14,0.002,0.003,16937.0,5505.0,1.0
mu[397],-0.162,0.129,-0.372,0.052,0.001,0.001,16074.0,5620.0,1.0
mu[398],-0.33,0.367,-0.958,0.258,0.003,0.003,16395.0,5309.0,1.0
mu[399],-0.283,0.422,-0.973,0.402,0.003,0.004,20205.0,5712.0,1.0
mu[400],-0.348,0.324,-0.911,0.159,0.003,0.003,16394.0,5787.0,1.0
mu[401],-0.155,0.449,-0.904,0.562,0.004,0.005,15708.0,5775.0,1.0
mu[402],-0.232,0.366,-0.841,0.362,0.003,0.004,18188.0,5572.0,1.0
mu[403],-0.059,0.401,-0.722,0.588,0.003,0.005,16090.0,5667.0,1.0
mu[404],-0.197,0.349,-0.781,0.369,0.003,0.004,16289.0,5149.0,1.0
mu[405],-0.362,0.281,-0.817,0.099,0.002,0.002,18488.0,6223.0,1.0
mu[406],-0.347,0.289,-0.803,0.146,0.002,0.002,16731.0,5316.0,1.0
mu[407],-0.252,0.287,-0.721,0.221,0.002,0.003,17953.0,6342.0,1.0
mu[408],-0.293,0.228,-0.65,0.1,0.002,0.002,20385.0,5530.0,1.0
mu[409],-0.191,0.356,-0.796,0.374,0.003,0.004,16390.0,5775.0,1.0
mu[410],-0.023,0.476,-0.769,0.782,0.004,0.006,16458.0,5355.0,1.0
mu[411],0.042,0.328,-0.475,0.597,0.003,0.004,16384.0,5449.0,1.0
mu[412],-0.341,0.319,-0.844,0.198,0.002,0.003,16953.0,5320.0,1.0
mu[413],0.077,0.483,-0.73,0.865,0.004,0.006,15534.0,5794.0,1.0
mu[414],-0.299,0.238,-0.701,0.08,0.002,0.002,20232.0,6212.0,1.0
mu[415],-0.255,0.509,-1.109,0.568,0.004,0.006,15825.0,5470.0,1.0
mu[416],-0.261,0.292,-0.741,0.21,0.002,0.003,18922.0,5652.0,1.0
mu[417],-0.383,0.327,-0.892,0.192,0.002,0.003,18541.0,5436.0,1.0
mu[418],-0.369,0.34,-0.937,0.174,0.003,0.003,15884.0,5704.0,1.0
mu[419],-0.076,0.063,-0.177,0.03,0.001,0.001,15346.0,6244.0,1.0
mu[420],-0.316,0.398,-0.953,0.356,0.003,0.004,15820.0,5490.0,1.0
mu[421],-0.417,0.391,-1.053,0.222,0.003,0.003,20280.0,5699.0,1.0
mu[422],-0.336,0.373,-0.936,0.289,0.003,0.003,19295.0,6063.0,1.0
mu[423],0.075,0.58,-0.851,1.055,0.004,0.007,16990.0,5987.0,1.0
mu[424],-0.239,0.336,-0.767,0.334,0.003,0.003,17840.0,5485.0,1.0
mu[425],-0.327,0.355,-0.894,0.252,0.002,0.003,23266.0,5449.0,1.0
mu[426],-0.27,0.417,-0.958,0.399,0.003,0.004,19072.0,5590.0,1.0
mu[427],0.091,0.465,-0.676,0.865,0.004,0.006,14457.0,5747.0,1.0
mu[428],-0.411,0.364,-1.004,0.193,0.003,0.003,17734.0,5869.0,1.0
mu[429],0.044,0.25,-0.361,0.462,0.002,0.003,16680.0,5730.0,1.0
mu[430],-0.379,0.341,-0.941,0.185,0.002,0.003,20659.0,5954.0,1.0
mu[431],-0.212,0.348,-0.815,0.322,0.003,0.003,15168.0,6059.0,1.0
mu[432],-0.305,0.398,-0.95,0.35,0.003,0.004,17791.0,5811.0,1.0
mu[433],0.143,0.471,-0.627,0.898,0.004,0.006,14426.0,5477.0,1.0
mu[434],-0.412,0.505,-1.281,0.374,0.004,0.005,18826.0,5511.0,1.0
mu[435],-0.234,0.319,-0.76,0.288,0.002,0.003,17677.0,5155.0,1.0
mu[436],-0.256,0.415,-0.92,0.442,0.003,0.004,17115.0,6213.0,1.0
mu[437],-0.361,0.417,-1.059,0.327,0.003,0.004,18685.0,5871.0,1.0
mu[438],-0.169,0.401,-0.845,0.468,0.003,0.005,15824.0,5582.0,1.0
mu[439],0.124,0.585,-0.838,1.073,0.005,0.007,15708.0,5903.0,1.0
mu[440],0.003,0.023,-0.036,0.04,0.0,0.0,8769.0,7073.0,1.0
mu[441],-0.317,0.379,-0.915,0.335,0.003,0.004,16589.0,5691.0,1.0
mu[442],-0.412,0.488,-1.23,0.361,0.004,0.004,17994.0,5716.0,1.0
mu[443],-0.406,0.391,-0.989,0.296,0.003,0.004,16608.0,5498.0,1.0
mu[444],-0.208,0.253,-0.606,0.214,0.002,0.002,16263.0,5530.0,1.0
mu[445],0.067,0.225,-0.299,0.437,0.002,0.003,17540.0,4936.0,1.0
mu[446],-0.229,0.265,-0.647,0.223,0.002,0.002,18223.0,5800.0,1.0
mu[447],-0.319,0.456,-1.064,0.432,0.003,0.005,18923.0,5683.0,1.0
mu[448],-0.215,0.272,-0.667,0.229,0.002,0.002,15037.0,6013.0,1.0
mu[449],-0.402,0.525,-1.269,0.474,0.004,0.005,20073.0,5456.0,1.0
mu[450],0.361,0.524,-0.506,1.205,0.005,0.006,12295.0,5452.0,1.0
mu[451],0.279,0.491,-0.537,1.059,0.004,0.006,16375.0,5509.0,1.0
mu[452],0.507,0.431,-0.196,1.217,0.003,0.003,19302.0,5217.0,1.0
mu[453],-0.377,0.601,-1.376,0.595,0.005,0.006,16846.0,5982.0,1.0
mu[454],-0.319,0.28,-0.781,0.141,0.002,0.002,18471.0,5552.0,1.0
mu[455],0.305,0.583,-0.627,1.255,0.005,0.007,15690.0,5493.0,1.0
mu[456],0.12,0.357,-0.467,0.685,0.003,0.004,16783.0,5524.0,1.0
mu[457],-0.02,0.385,-0.652,0.62,0.003,0.005,20458.0,5314.0,1.0
mu[458],-0.233,0.422,-0.986,0.403,0.003,0.005,17715.0,5236.0,1.0
mu[459],-0.015,0.363,-0.613,0.571,0.003,0.005,17725.0,5178.0,1.0
mu[460],0.208,0.241,-0.176,0.618,0.002,0.002,19637.0,5572.0,1.0
